Region,AGS,date,Deutsche,Ausländer,Auslaender_Anteil
1100000 Berlin,11000000,2014-12-31,2973335.0,496514.0,0.14309383491904115
Brandenburg,120Brand,2014-12-31,2393640.0,64232.0,0.02613317536470573
"51000 Brandenburg an der Havel, Stadt",12051000,2014-12-31,69290.0,1742.0,0.02452415812591508
"52000 Cottbus, Stadt",12052000,2014-12-31,95368.0,4123.0,0.04144093435587139
"53000 Frankfurt (Oder), Stadt",12053000,2014-12-31,54221.0,3428.0,0.05946330378670922
"54000 Potsdam, Stadt",12054000,2014-12-31,155863.0,8179.0,0.04985918240450616
60005 Ahrensfelde,12060005,2014-12-31,12653.0,203.0,0.01579029247044182
60012 Althüttendorf,12060012,2014-12-31,579.0,96.0,0.14222222222222222
"60020 Bernau bei Berlin, Stadt",12060020,2014-12-31,35178.0,1369.0,0.03745861493419433
"60024 Biesenthal, Stadt",12060024,2014-12-31,5539.0,93.0,0.016512784090909092
60034 Breydin,12060034,2014-12-31,796.0,3.0,0.0037546933667083854
60036 Britz,12060036,2014-12-31,2125.0,7.0,0.003283302063789869
60045 Chorin,12060045,2014-12-31,2237.0,44.0,0.019289785181937746
"60052 Eberswalde, Stadt",12060052,2014-12-31,37869.0,1028.0,0.0264287734272566
60068 Friedrichswalde,12060068,2014-12-31,808.0,1.0,0.0012360939431396785
60092 Hohenfinow,12060092,2014-12-31,510.0,2.0,0.00390625
"60100 Joachimsthal, Stadt",12060100,2014-12-31,3269.0,83.0,0.024761336515513127
60128 Liepe,12060128,2014-12-31,639.0,7.0,0.010835913312693499
60149 Lunow-Stolzenhagen,12060149,2014-12-31,1186.0,20.0,0.01658374792703151
60154 Marienwerder,12060154,2014-12-31,1713.0,26.0,0.014951121334100058
60161 Melchow,12060161,2014-12-31,937.0,2.0,0.002129925452609159
60172 Niederfinow,12060172,2014-12-31,606.0,4.0,0.006557377049180328
"60176 Oderberg, Stadt",12060176,2014-12-31,2098.0,67.0,0.03094688221709007
60181 Panketal,12060181,2014-12-31,19390.0,331.0,0.016784138735358247
60185 Parsteinsee,12060185,2014-12-31,518.0,34.0,0.06159420289855073
60192 Rüdnitz,12060192,2014-12-31,1940.0,27.0,0.013726487036095577
60198 Schorfheide,12060198,2014-12-31,9691.0,68.0,0.006967927041705093
60250 Sydower Fließ,12060250,2014-12-31,869.0,17.0,0.019187358916478554
60269 Wandlitz,12060269,2014-12-31,21080.0,576.0,0.026597709641669746
"60280 Werneuchen, Stadt",12060280,2014-12-31,8072.0,125.0,0.0152494815176284
60296 Ziethen,12060296,2014-12-31,435.0,11.0,0.02466367713004484
61005 Alt Zauche-Wußwerk,12061005,2014-12-31,500.0,6.0,0.011857707509881422
61017 Bersteland,12061017,2014-12-31,891.0,4.0,0.004469273743016759
61020 Bestensee,12061020,2014-12-31,6840.0,285.0,0.04
61061 Byhleguhre-Byhlen,12061061,2014-12-31,772.0,3.0,0.003870967741935484
61097 Drahnsdorf,12061097,2014-12-31,580.0,4.0,0.00684931506849315
61112 Eichwalde,12061112,2014-12-31,6303.0,118.0,0.018377199813113223
"61164 Golßen, Stadt",12061164,2014-12-31,2480.0,25.0,0.00998003992015968
61192 Groß Köris,12061192,2014-12-31,2210.0,33.0,0.014712438698172091
61216 Halbe,12061216,2014-12-31,2135.0,41.0,0.01884191176470588
61217 Heidesee,12061217,2014-12-31,6734.0,94.0,0.013766842413591095
61219 Heideblick,12061219,2014-12-31,3610.0,69.0,0.018755096493612396
61224 Jamlitz,12061224,2014-12-31,546.0,4.0,0.007272727272727273
61244 Kasel-Golzig,12061244,2014-12-31,665.0,8.0,0.01188707280832095
"61260 Königs Wusterhausen, Stadt",12061260,2014-12-31,33461.0,1334.0,0.03833884178761316
61265 Krausnick-Groß Wasserburg,12061265,2014-12-31,583.0,6.0,0.010186757215619695
"61308 Lieberose, Stadt",12061308,2014-12-31,1385.0,6.0,0.004313443565780014
"61316 Lübben (Spreewald), Stadt",12061316,2014-12-31,13513.0,159.0,0.0116296079578701
"61320 Luckau, Stadt",12061320,2014-12-31,9420.0,138.0,0.014438166980539862
"61328 Märkisch Buchholz, Stadt",12061328,2014-12-31,725.0,15.0,0.02027027027027027
61329 Märkische Heide,12061329,2014-12-31,3967.0,22.0,0.0055151667084482325
"61332 Mittenwalde, Stadt",12061332,2014-12-31,8594.0,180.0,0.020515158422612263
61344 Münchehofe,12061344,2014-12-31,478.0,3.0,0.006237006237006237
61352 Neu Zauche,12061352,2014-12-31,1119.0,7.0,0.006216696269982238
61405 Rietzneuendorf-Staakow,12061405,2014-12-31,597.0,12.0,0.019704433497536946
61428 Schlepzig,12061428,2014-12-31,607.0,7.0,0.011400651465798045
61433 Schönefeld,12061433,2014-12-31,12802.0,1093.0,0.07866138898884491
61435 Schönwald,12061435,2014-12-31,1128.0,13.0,0.011393514460999123
61444 Schulzendorf,12061444,2014-12-31,7617.0,89.0,0.01154944199325201
61448 Schwerin,12061448,2014-12-31,808.0,7.0,0.008588957055214725
61450 Schwielochsee,12061450,2014-12-31,1517.0,6.0,0.003939592908732764
61470 Spreewaldheide,12061470,2014-12-31,470.0,2.0,0.00423728813559322
61471 Steinreich,12061471,2014-12-31,503.0,19.0,0.03639846743295019
61476 Straupitz,12061476,2014-12-31,996.0,4.0,0.004
"61492 Teupitz, Stadt",12061492,2014-12-31,1789.0,23.0,0.012693156732891833
61510 Unterspreewald,12061510,2014-12-31,821.0,9.0,0.010843373493975903
61540 Wildau,12061540,2014-12-31,9592.0,353.0,0.03549522373051785
61572 Zeuthen,12061572,2014-12-31,10785.0,208.0,0.018921131629218595
"62024 Bad Liebenwerda, Stadt",12062024,2014-12-31,9356.0,55.0,0.005844224843268515
62088 Crinitz,12062088,2014-12-31,1222.0,4.0,0.0032626427406199023
"62092 Doberlug-Kirchhain, Stadt",12062092,2014-12-31,8578.0,47.0,0.005449275362318841
"62124 Elsterwerda, Stadt",12062124,2014-12-31,7998.0,163.0,0.019973042519299107
"62128 Falkenberg/Elster, Stadt",12062128,2014-12-31,6471.0,58.0,0.008883443100015317
62134 Fichtwald,12062134,2014-12-31,666.0,12.0,0.017699115044247787
"62140 Finsterwalde, Stadt",12062140,2014-12-31,16156.0,251.0,0.015298348265984031
62177 Gorden-Staupitz,12062177,2014-12-31,970.0,2.0,0.00205761316872428
62196 Gröden,12062196,2014-12-31,1401.0,3.0,0.002136752136752137
62208 Großthiemig,12062208,2014-12-31,1055.0,4.0,0.003777148253068933
62219 Heideland,12062219,2014-12-31,542.0,2.0,0.003676470588235294
"62224 Herzberg (Elster), Stadt",12062224,2014-12-31,8959.0,168.0,0.018406924509696505
62232 Hirschfeld,12062232,2014-12-31,1298.0,,
62237 Hohenbucko,12062237,2014-12-31,653.0,2.0,0.0030534351145038168
62240 Hohenleipisch,12062240,2014-12-31,1949.0,120.0,0.05799903334944417
62282 Kremitzaue,12062282,2014-12-31,826.0,2.0,0.0024154589371980675
62289 Lebusa,12062289,2014-12-31,781.0,5.0,0.006361323155216285
62293 Lichterfeld-Schacksdorf,12062293,2014-12-31,961.0,4.0,0.004145077720207254
62333 Massen-Niederlausitz,12062333,2014-12-31,1967.0,14.0,0.007067137809187279
62336 Merzdorf,12062336,2014-12-31,855.0,3.0,0.0034965034965034965
"62341 Mühlberg/Elbe, Stadt",12062341,2014-12-31,3879.0,13.0,0.0033401849948612537
62372 Plessa,12062372,2014-12-31,2771.0,7.0,0.0025197984161267097
62410 Röderland,12062410,2014-12-31,3973.0,17.0,0.004260651629072682
62417 Rückersdorf,12062417,2014-12-31,1459.0,10.0,0.0068073519400953025
62425 Sallgast,12062425,2014-12-31,1469.0,10.0,0.0067613252197430695
62440 Schilda,12062440,2014-12-31,482.0,,
"62445 Schlieben, Stadt",12062445,2014-12-31,2492.0,19.0,0.007566706491437674
62453 Schönborn,12062453,2014-12-31,1514.0,32.0,0.02069857697283312
"62461 Schönewalde, Stadt",12062461,2014-12-31,3116.0,20.0,0.006377551020408163
62464 Schraden,12062464,2014-12-31,517.0,1.0,0.0019305019305019305
"62469 Sonnewalde, Stadt",12062469,2014-12-31,3326.0,17.0,0.00508525276697577
62492 Tröbitz,12062492,2014-12-31,732.0,6.0,0.008130081300813009
"62500 Uebigau-Wahrenbrück, Stadt",12062500,2014-12-31,5511.0,21.0,0.003796095444685466
63036 Brieselang,12063036,2014-12-31,11005.0,162.0,0.014507029640906242
63056 Dallgow-Döberitz,12063056,2014-12-31,9036.0,244.0,0.026293103448275863
"63080 Falkensee, Stadt",12063080,2014-12-31,40617.0,1160.0,0.02776647437585274
"63088 Friesack, Stadt",12063088,2014-12-31,2420.0,126.0,0.04948939512961508
63094 Gollenberg,12063094,2014-12-31,416.0,1.0,0.002398081534772182
63112 Großderschau,12063112,2014-12-31,447.0,2.0,0.004454342984409799
63134 Havelaue,12063134,2014-12-31,868.0,9.0,0.010262257696693273
63142 Wiesenaue,12063142,2014-12-31,750.0,7.0,0.009247027741083224
"63148 Ketzin/Havel, Stadt",12063148,2014-12-31,6263.0,92.0,0.014476789929189614
63161 Kleßen-Görne,12063161,2014-12-31,338.0,2.0,0.0058823529411764705
63165 Kotzen,12063165,2014-12-31,570.0,1.0,0.0017513134851138354
63186 Märkisch Luch,12063186,2014-12-31,1268.0,11.0,0.008600469116497263
63189 Milower Land,12063189,2014-12-31,4290.0,24.0,0.005563282336578581
63202 Mühlenberge,12063202,2014-12-31,719.0,7.0,0.009641873278236915
"63208 Nauen, Stadt",12063208,2014-12-31,16317.0,444.0,0.026490066225165563
63212 Nennhausen,12063212,2014-12-31,1864.0,7.0,0.0037413148049171567
63228 Paulinenaue,12063228,2014-12-31,1217.0,16.0,0.012976480129764802
63240 Pessin,12063240,2014-12-31,644.0,5.0,0.007704160246533128
"63244 Premnitz, Stadt",12063244,2014-12-31,8306.0,124.0,0.014709371293001186
"63252 Rathenow, Stadt",12063252,2014-12-31,23528.0,599.0,0.024826957350685953
63256 Retzow,12063256,2014-12-31,506.0,12.0,0.023166023166023165
"63260 Rhinow, Stadt",12063260,2014-12-31,1619.0,30.0,0.018192844147968467
63273 Schönwalde-Glien,12063273,2014-12-31,8989.0,213.0,0.023147141925668333
63274 Seeblick,12063274,2014-12-31,917.0,5.0,0.005422993492407809
63293 Stechow-Ferchesar,12063293,2014-12-31,872.0,11.0,0.01245753114382786
63357 Wustermark,12063357,2014-12-31,8148.0,160.0,0.019258545979778528
64009 Alt Tucheband,12064009,2014-12-31,748.0,12.0,0.015789473684210527
"64029 Altlandsberg, Stadt",12064029,2014-12-31,8827.0,169.0,0.01878612716763006
"64044 Bad Freienwalde (Oder), Stadt",12064044,2014-12-31,12142.0,240.0,0.01938297528670651
64053 Beiersdorf-Freudenberg,12064053,2014-12-31,583.0,15.0,0.02508361204013378
64057 Bleyen-Genschmar,12064057,2014-12-31,470.0,20.0,0.04081632653061224
64061 Bliesdorf,12064061,2014-12-31,913.0,10.0,0.010834236186348862
"64084 Buckow (Märkische Schweiz), Stadt",12064084,2014-12-31,1442.0,24.0,0.01637107776261937
64125 Falkenberg,12064125,2014-12-31,2240.0,28.0,0.012345679012345678
64128 Falkenhagen (Mark),12064128,2014-12-31,706.0,12.0,0.016713091922005572
64130 Fichtenhöhe,12064130,2014-12-31,517.0,4.0,0.007677543186180422
64136 Fredersdorf-Vogelsdorf,12064136,2014-12-31,12773.0,106.0,0.00823045267489712
64153 Garzau-Garzin,12064153,2014-12-31,482.0,209.0,0.3024602026049204
64172 Golzow,12064172,2014-12-31,833.0,7.0,0.008333333333333333
64190 Gusow-Platkow,12064190,2014-12-31,1176.0,17.0,0.014249790444258172
64205 Heckelberg-Brunow,12064205,2014-12-31,678.0,3.0,0.004405286343612335
64222 Höhenland,12064222,2014-12-31,1027.0,9.0,0.008687258687258687
64227 Hoppegarten,12064227,2014-12-31,16783.0,219.0,0.012880837548523703
64266 Küstriner Vorland,12064266,2014-12-31,2509.0,97.0,0.037221795855717575
"64268 Lebus, Stadt",12064268,2014-12-31,3122.0,26.0,0.008259212198221092
64274 Letschin,12064274,2014-12-31,3982.0,118.0,0.02878048780487805
64288 Lietzen,12064288,2014-12-31,656.0,9.0,0.013533834586466165
64290 Lindendorf,12064290,2014-12-31,1347.0,21.0,0.015350877192982455
64303 Märkische Höhe,12064303,2014-12-31,578.0,4.0,0.006872852233676976
"64317 Müncheberg, Stadt",12064317,2014-12-31,6595.0,190.0,0.02800294767870302
64336 Neuenhagen bei Berlin,12064336,2014-12-31,17260.0,175.0,0.010037281330656725
64340 Neuhardenberg,12064340,2014-12-31,2450.0,133.0,0.051490514905149054
64349 Neulewin,12064349,2014-12-31,925.0,5.0,0.005376344086021506
64365 Neutrebbin,12064365,2014-12-31,1431.0,14.0,0.009688581314878892
64370 Oberbarnim,12064370,2014-12-31,1402.0,5.0,0.0035536602700781805
64371 Oderaue,12064371,2014-12-31,1649.0,8.0,0.004828002414001207
64380 Petershagen/Eggersdorf,12064380,2014-12-31,14224.0,140.0,0.009746588693957114
64388 Podelzig,12064388,2014-12-31,871.0,9.0,0.010227272727272727
64393 Prötzel,12064393,2014-12-31,961.0,5.0,0.005175983436853002
64408 Rehfelde,12064408,2014-12-31,4620.0,50.0,0.010706638115631691
64417 Reichenow-Möglin,12064417,2014-12-31,557.0,7.0,0.012411347517730497
64420 Reitwein,12064420,2014-12-31,454.0,12.0,0.02575107296137339
64428 Rüdersdorf bei Berlin,12064428,2014-12-31,14914.0,274.0,0.018040558335528048
"64448 Seelow, Stadt",12064448,2014-12-31,5233.0,133.0,0.024785687663063733
"64472 Strausberg, Stadt",12064472,2014-12-31,25231.0,715.0,0.027557234255761967
64480 Treplin,12064480,2014-12-31,376.0,2.0,0.005291005291005291
64482 Vierlinden,12064482,2014-12-31,1420.0,39.0,0.026730637422892393
64484 Waldsieversdorf,12064484,2014-12-31,817.0,6.0,0.007290400972053463
"64512 Wriezen, Stadt",12064512,2014-12-31,7251.0,77.0,0.01050764192139738
64538 Zechin,12064538,2014-12-31,641.0,3.0,0.004658385093167702
64539 Zeschdorf,12064539,2014-12-31,1218.0,7.0,0.005714285714285714
65036 Birkenwerder,12065036,2014-12-31,7750.0,131.0,0.016622256058875778
"65084 Fürstenberg/Havel, Stadt",12065084,2014-12-31,5818.0,64.0,0.01088065283917035
65096 Glienicke/Nordbahn,12065096,2014-12-31,11638.0,304.0,0.025456372466923463
"65100 Gransee, Stadt",12065100,2014-12-31,5644.0,73.0,0.012768934755990904
65117 Großwoltersdorf,12065117,2014-12-31,799.0,4.0,0.0049813200498132005
"65136 Hennigsdorf, Stadt",12065136,2014-12-31,24719.0,1209.0,0.04662912681271213
"65144 Hohen Neuendorf, Stadt",12065144,2014-12-31,24770.0,469.0,0.018582352708110463
"65165 Kremmen, Stadt",12065165,2014-12-31,6979.0,129.0,0.01814856499718627
65180 Leegebruch,12065180,2014-12-31,6521.0,46.0,0.0070047205725597686
"65193 Liebenwalde, Stadt",12065193,2014-12-31,4131.0,67.0,0.015959980943306338
65198 Löwenberger Land,12065198,2014-12-31,7984.0,57.0,0.007088670563362766
65225 Mühlenbecker Land,12065225,2014-12-31,14311.0,295.0,0.02019717924140764
65251 Oberkrämer,12065251,2014-12-31,10474.0,129.0,0.01216636800905404
"65256 Oranienburg, Stadt",12065256,2014-12-31,41816.0,1078.0,0.025131720054086818
65276 Schönermark,12065276,2014-12-31,415.0,,
65301 Sonnenberg,12065301,2014-12-31,812.0,16.0,0.01932367149758454
65310 Stechlin,12065310,2014-12-31,1179.0,24.0,0.0199501246882793
"65332 Velten, Stadt",12065332,2014-12-31,11362.0,356.0,0.030380611025772317
"65356 Zehdenick, Stadt",12065356,2014-12-31,13192.0,133.0,0.009981238273921202
66008 Altdöbern,12066008,2014-12-31,2498.0,33.0,0.013038324772817068
66041 Bronkow,12066041,2014-12-31,607.0,3.0,0.004918032786885246
"66052 Calau, Stadt",12066052,2014-12-31,7867.0,55.0,0.006942691239585963
66064 Frauendorf,12066064,2014-12-31,702.0,3.0,0.00425531914893617
66104 Großkmehlen,12066104,2014-12-31,1097.0,,
"66112 Großräschen, Stadt",12066112,2014-12-31,8617.0,168.0,0.019123505976095617
66116 Grünewald,12066116,2014-12-31,543.0,,
66120 Guteborn,12066120,2014-12-31,533.0,4.0,0.0074487895716946
66124 Hermsdorf,12066124,2014-12-31,791.0,4.0,0.005031446540880503
66132 Hohenbocka,12066132,2014-12-31,961.0,4.0,0.004145077720207254
66168 Kroppen,12066168,2014-12-31,676.0,3.0,0.004418262150220913
"66176 Lauchhammer, Stadt",12066176,2014-12-31,14952.0,147.0,0.009735744089012517
66188 Lindenau,12066188,2014-12-31,740.0,,
"66196 Lübbenau/Spreewald, Stadt",12066196,2014-12-31,15694.0,388.0,0.024126352443725903
66202 Luckaitztal,12066202,2014-12-31,844.0,1.0,0.001183431952662722
66226 Neu-Seeland,12066226,2014-12-31,602.0,,
66228 Neupetershain,12066228,2014-12-31,1241.0,5.0,0.0040128410914927765
"66240 Ortrand, Stadt",12066240,2014-12-31,2146.0,18.0,0.00831792975970425
"66272 Ruhland, Stadt",12066272,2014-12-31,3657.0,36.0,0.00974817221770918
66285 Schipkau,12066285,2014-12-31,6752.0,85.0,0.012432353371361709
66292 Schwarzbach,12066292,2014-12-31,676.0,3.0,0.004418262150220913
"66296 Schwarzheide, Stadt",12066296,2014-12-31,5717.0,55.0,0.009528759528759529
"66304 Senftenberg, Stadt",12066304,2014-12-31,24045.0,698.0,0.02820999878753587
66316 Tettau,12066316,2014-12-31,803.0,1.0,0.0012437810945273632
"66320 Vetschau/Spreewald, Stadt",12066320,2014-12-31,8154.0,267.0,0.031706448165301035
67024 Bad Saarow,12067024,2014-12-31,4971.0,119.0,0.02337917485265226
"67036 Beeskow, Stadt",12067036,2014-12-31,7823.0,141.0,0.017704671019588145
67040 Berkenbrück,12067040,2014-12-31,983.0,13.0,0.013052208835341365
67072 Briesen (Mark),12067072,2014-12-31,2795.0,32.0,0.011319419879731164
67076 Brieskow-Finkenheerd,12067076,2014-12-31,2291.0,26.0,0.011221406991799741
67112 Diensdorf-Radlow,12067112,2014-12-31,558.0,9.0,0.015873015873015872
"67120 Eisenhüttenstadt, Stadt",12067120,2014-12-31,25472.0,1972.0,0.07185541466258563
"67124 Erkner, Stadt",12067124,2014-12-31,11369.0,171.0,0.014818024263431543
"67137 Friedland, Stadt",12067137,2014-12-31,2995.0,18.0,0.005974112180550946
"67144 Fürstenwalde/Spree, Stadt",12067144,2014-12-31,29359.0,1877.0,0.06009092073248815
67173 Gosen-Neu Zittau,12067173,2014-12-31,2922.0,48.0,0.01616161616161616
67180 Groß Lindow,12067180,2014-12-31,1727.0,10.0,0.0057570523891767415
67201 Grünheide (Mark),12067201,2014-12-31,8067.0,98.0,0.01200244947948561
67205 Grunow-Dammendorf,12067205,2014-12-31,506.0,3.0,0.005893909626719057
67237 Jacobsdorf,12067237,2014-12-31,1861.0,15.0,0.007995735607675906
67288 Langewahl,12067288,2014-12-31,830.0,15.0,0.01775147928994083
67292 Lawitz,12067292,2014-12-31,605.0,,
67310 Madlitz-Wilmersdorf,12067310,2014-12-31,,,
67324 Mixdorf,12067324,2014-12-31,910.0,7.0,0.007633587786259542
"67336 Müllrose, Stadt",12067336,2014-12-31,4441.0,73.0,0.016171909614532565
67338 Neißemünde,12067338,2014-12-31,1637.0,29.0,0.017406962785114045
67357 Neuzelle,12067357,2014-12-31,4237.0,78.0,0.018076477404403244
67397 Ragow-Merz,12067397,2014-12-31,497.0,7.0,0.013888888888888888
67408 Rauen,12067408,2014-12-31,1969.0,10.0,0.005053057099545225
67413 Reichenwalde,12067413,2014-12-31,1097.0,7.0,0.006340579710144928
67426 Rietz-Neuendorf,12067426,2014-12-31,4103.0,24.0,0.005815362248606736
67438 Schlaubetal,12067438,2014-12-31,1818.0,10.0,0.005470459518599562
67440 Schöneiche bei Berlin,12067440,2014-12-31,11923.0,231.0,0.01900608853052493
67458 Siehdichum,12067458,2014-12-31,1511.0,24.0,0.015635179153094463
67469 Spreenhagen,12067469,2014-12-31,3196.0,30.0,0.009299442033477991
67473 Steinhöfel,12067473,2014-12-31,4327.0,50.0,0.011423349326022389
"67481 Storkow (Mark), Stadt",12067481,2014-12-31,8756.0,141.0,0.015848038664718445
67493 Tauche,12067493,2014-12-31,3843.0,22.0,0.005692108667529107
67508 Vogelsang,12067508,2014-12-31,728.0,,
67520 Wendisch Rietz,12067520,2014-12-31,1475.0,31.0,0.020584329349269587
67528 Wiesenau,12067528,2014-12-31,1258.0,8.0,0.00631911532385466
67544 Woltersdorf,12067544,2014-12-31,7963.0,90.0,0.011175959269837327
67552 Ziltendorf,12067552,2014-12-31,1556.0,5.0,0.0032030749519538757
68052 Breddin,12068052,2014-12-31,883.0,10.0,0.011198208286674132
68072 Dabergotz,12068072,2014-12-31,602.0,1.0,0.001658374792703151
68109 Dreetz,12068109,2014-12-31,1140.0,13.0,0.011274934952298352
68117 Fehrbellin,12068117,2014-12-31,8525.0,259.0,0.029485428051001822
68181 Heiligengrabe,12068181,2014-12-31,4455.0,25.0,0.005580357142857143
68188 Herzberg (Mark),12068188,2014-12-31,615.0,2.0,0.0032414910858995136
"68264 Kyritz, Stadt",12068264,2014-12-31,9009.0,131.0,0.014332603938730853
"68280 Lindow (Mark), Stadt",12068280,2014-12-31,2962.0,29.0,0.009695753928452023
68306 Märkisch Linden,12068306,2014-12-31,1180.0,11.0,0.009235936188077247
"68320 Neuruppin, Stadt",12068320,2014-12-31,29881.0,784.0,0.02556660688080874
"68324 Neustadt (Dosse), Stadt",12068324,2014-12-31,3354.0,37.0,0.01091123562370982
"68353 Rheinsberg, Stadt",12068353,2014-12-31,7956.0,73.0,0.009092041350105867
68372 Rüthnick,12068372,2014-12-31,467.0,5.0,0.01059322033898305
68409 Sieversdorf-Hohenofen,12068409,2014-12-31,706.0,2.0,0.002824858757062147
68413 Storbeck-Frankendorf,12068413,2014-12-31,477.0,,
68417 Stüdenitz-Schönermark,12068417,2014-12-31,583.0,,
68425 Temnitzquell,12068425,2014-12-31,729.0,7.0,0.009510869565217392
68426 Temnitztal,12068426,2014-12-31,1392.0,18.0,0.01276595744680851
68437 Vielitzsee,12068437,2014-12-31,461.0,12.0,0.02536997885835095
68452 Walsleben,12068452,2014-12-31,806.0,,
"68468 Wittstock/Dosse, Stadt",12068468,2014-12-31,14295.0,132.0,0.009149511332917446
68477 Wusterhausen/Dosse,12068477,2014-12-31,5859.0,120.0,0.02007024586051179
68501 Zernitz-Lohm,12068501,2014-12-31,867.0,11.0,0.012528473804100227
"69017 Beelitz, Stadt",12069017,2014-12-31,11552.0,346.0,0.029080517734072952
69018 Beetzsee,12069018,2014-12-31,2454.0,47.0,0.01879248300679728
69019 Beetzseeheide,12069019,2014-12-31,637.0,39.0,0.057692307692307696
"69020 Bad Belzig, Stadt",12069020,2014-12-31,10632.0,284.0,0.02601685599120557
69028 Bensdorf,12069028,2014-12-31,1260.0,10.0,0.007874015748031496
69052 Borkheide,12069052,2014-12-31,1873.0,22.0,0.011609498680738786
69056 Borkwalde,12069056,2014-12-31,1465.0,22.0,0.014794889038332213
"69076 Brück, Stadt",12069076,2014-12-31,3617.0,119.0,0.03185224839400428
69089 Buckautal,12069089,2014-12-31,488.0,20.0,0.03937007874015748
69216 Golzow,12069216,2014-12-31,1312.0,12.0,0.00906344410876133
69224 Görzke,12069224,2014-12-31,1219.0,27.0,0.021669341894060994
69232 Gräben,12069232,2014-12-31,523.0,,
69249 Groß Kreutz (Havel),12069249,2014-12-31,7883.0,110.0,0.013762041786563243
"69270 Havelsee, Stadt",12069270,2014-12-31,3229.0,39.0,0.01193390452876377
69304 Kleinmachnow,12069304,2014-12-31,19697.0,865.0,0.042067892228382454
69306 Kloster Lehnin,12069306,2014-12-31,10494.0,188.0,0.017599700430630968
69345 Linthe,12069345,2014-12-31,889.0,13.0,0.014412416851441241
69397 Michendorf,12069397,2014-12-31,11911.0,217.0,0.017892480211081793
69402 Mühlenfließ,12069402,2014-12-31,899.0,5.0,0.0055309734513274336
"69448 Niemegk, Stadt",12069448,2014-12-31,1984.0,30.0,0.014895729890764648
69454 Nuthetal,12069454,2014-12-31,8634.0,122.0,0.013933302878026497
69460 Päwesin,12069460,2014-12-31,523.0,14.0,0.0260707635009311
69470 Planebruch,12069470,2014-12-31,1025.0,15.0,0.014423076923076924
69474 Planetal,12069474,2014-12-31,948.0,4.0,0.004201680672268907
69485 Rabenstein/Fläming,12069485,2014-12-31,841.0,1.0,0.0011876484560570072
69537 Rosenau,12069537,2014-12-31,901.0,15.0,0.016375545851528384
69541 Roskow,12069541,2014-12-31,1179.0,12.0,0.010075566750629723
69590 Schwielowsee,12069590,2014-12-31,10068.0,155.0,0.015161889856206593
69596 Seddiner See,12069596,2014-12-31,4014.0,95.0,0.023119980530542712
69604 Stahnsdorf,12069604,2014-12-31,14325.0,475.0,0.03209459459459459
"69616 Teltow, Stadt",12069616,2014-12-31,23160.0,1449.0,0.058880897232719734
"69632 Treuenbrietzen, Stadt",12069632,2014-12-31,7343.0,87.0,0.0117092866756393
69648 Wenzlow,12069648,2014-12-31,531.0,1.0,0.0018796992481203006
"69656 Werder (Havel), Stadt",12069656,2014-12-31,23618.0,729.0,0.029942087320819814
69665 Wiesenburg/Mark,12069665,2014-12-31,4359.0,54.0,0.012236573759347382
69680 Wollin,12069680,2014-12-31,859.0,2.0,0.0023228803716608595
69688 Wusterwitz,12069688,2014-12-31,3037.0,29.0,0.009458577951728636
"69696 Ziesar, Stadt",12069696,2014-12-31,2394.0,47.0,0.01925440393281442
"70008 Bad Wilsnack, Stadt",12070008,2014-12-31,2555.0,35.0,0.013513513513513514
70028 Berge,12070028,2014-12-31,748.0,12.0,0.015789473684210527
70052 Breese,12070052,2014-12-31,1443.0,4.0,0.0027643400138217
70060 Cumlosen,12070060,2014-12-31,756.0,1.0,0.001321003963011889
70096 Gerdshagen,12070096,2014-12-31,518.0,2.0,0.0038461538461538464
70125 Groß Pankow (Prignitz),12070125,2014-12-31,3895.0,59.0,0.014921598381385938
70145 Gülitz-Reetz,12070145,2014-12-31,474.0,2.0,0.004201680672268907
70149 Gumtow,12070149,2014-12-31,3419.0,35.0,0.01013317892298784
70153 Halenbeck-Rohlsdorf,12070153,2014-12-31,559.0,2.0,0.0035650623885918
70173 Karstädt,12070173,2014-12-31,5920.0,63.0,0.010529834531171654
70222 Kümmernitztal,12070222,2014-12-31,373.0,3.0,0.007978723404255319
70236 Lanz,12070236,2014-12-31,762.0,4.0,0.005221932114882507
70241 Legde/Quitzöbel,12070241,2014-12-31,625.0,,
"70244 Lenzen (Elbe), Stadt",12070244,2014-12-31,2197.0,12.0,0.005432322317790856
70246 Lenzerwische,12070246,2014-12-31,465.0,8.0,0.016913319238900635
70266 Marienfließ,12070266,2014-12-31,698.0,18.0,0.025139664804469275
"70280 Meyenburg, Stadt",12070280,2014-12-31,2105.0,26.0,0.012200844673862036
"70296 Perleberg, Stadt",12070296,2014-12-31,11625.0,462.0,0.038222884090345
70300 Pirow,12070300,2014-12-31,451.0,11.0,0.023809523809523808
70302 Plattenburg,12070302,2014-12-31,3388.0,27.0,0.007906295754026354
"70316 Pritzwalk, Stadt",12070316,2014-12-31,11778.0,131.0,0.011000083970106642
"70325 Putlitz, Stadt",12070325,2014-12-31,2683.0,62.0,0.022586520947176687
70348 Rühstädt,12070348,2014-12-31,465.0,3.0,0.00641025641025641
70393 Triglitz,12070393,2014-12-31,473.0,5.0,0.010460251046025104
70416 Weisen,12070416,2014-12-31,980.0,8.0,0.008097165991902834
"70424 Wittenberge, Stadt",12070424,2014-12-31,16795.0,405.0,0.023546511627906976
71028 Briesen,12071028,2014-12-31,779.0,5.0,0.006377551020408163
