Region,AGS,date,Deutsche,Ausländer,Auslaender_Anteil
"66272 Ruhland, Stadt",12066272,2017-12-31,3615.0,40.0,0.01094391244870041
66285 Schipkau,12066285,2017-12-31,6647.0,153.0,0.0225
66292 Schwarzbach,12066292,2017-12-31,649.0,4.0,0.006125574272588055
"66296 Schwarzheide, Stadt",12066296,2017-12-31,5591.0,88.0,0.015495685860186653
"66304 Senftenberg, Stadt",12066304,2017-12-31,23153.0,1405.0,0.05721149930776122
66316 Tettau,12066316,2017-12-31,774.0,1.0,0.0012903225806451613
"66320 Vetschau/Spreewald, Stadt",12066320,2017-12-31,7812.0,370.0,0.045221217306282084
67024 Bad Saarow,12067024,2017-12-31,5301.0,307.0,0.05474322396576319
"67036 Beeskow, Stadt",12067036,2017-12-31,7759.0,321.0,0.03972772277227723
67040 Berkenbrück,12067040,2017-12-31,997.0,8.0,0.007960199004975124
67072 Briesen (Mark),12067072,2017-12-31,2749.0,47.0,0.016809728183118742
67076 Brieskow-Finkenheerd,12067076,2017-12-31,2228.0,38.0,0.01676963812886143
67112 Diensdorf-Radlow,12067112,2017-12-31,586.0,4.0,0.006779661016949152
"67120 Eisenhüttenstadt, Stadt",12067120,2017-12-31,23912.0,1145.0,0.045695813545117134
"67124 Erkner, Stadt",12067124,2017-12-31,11478.0,340.0,0.028769673379590455
"67137 Friedland, Stadt",12067137,2017-12-31,2940.0,19.0,0.006421088205474822
"67144 Fürstenwalde/Spree, Stadt",12067144,2017-12-31,29110.0,2988.0,0.09308991214405882
67173 Gosen-Neu Zittau,12067173,2017-12-31,3099.0,68.0,0.0214714240606252
67180 Groß Lindow,12067180,2017-12-31,1696.0,16.0,0.009345794392523364
67201 Grünheide (Mark),12067201,2017-12-31,8379.0,175.0,0.020458265139116204
67205 Grunow-Dammendorf,12067205,2017-12-31,493.0,6.0,0.012024048096192385
67237 Jacobsdorf,12067237,2017-12-31,1873.0,23.0,0.012130801687763712
67288 Langewahl,12067288,2017-12-31,816.0,16.0,0.019230769230769232
67292 Lawitz,12067292,2017-12-31,586.0,1.0,0.0017035775127768314
67310 Madlitz-Wilmersdorf,12067310,2017-12-31,,,
67324 Mixdorf,12067324,2017-12-31,901.0,6.0,0.006615214994487321
"67336 Müllrose, Stadt",12067336,2017-12-31,4515.0,72.0,0.015696533682145193
67338 Neißemünde,12067338,2017-12-31,1583.0,62.0,0.03768996960486322
67357 Neuzelle,12067357,2017-12-31,4164.0,112.0,0.026192703461178673
67397 Ragow-Merz,12067397,2017-12-31,506.0,8.0,0.01556420233463035
67408 Rauen,12067408,2017-12-31,1969.0,11.0,0.005555555555555556
67413 Reichenwalde,12067413,2017-12-31,1105.0,13.0,0.011627906976744186
67426 Rietz-Neuendorf,12067426,2017-12-31,4037.0,43.0,0.01053921568627451
67438 Schlaubetal,12067438,2017-12-31,1833.0,15.0,0.008116883116883116
67440 Schöneiche bei Berlin,12067440,2017-12-31,12119.0,375.0,0.030014406915319352
67458 Siehdichum,12067458,2017-12-31,1536.0,17.0,0.010946555054732776
67469 Spreenhagen,12067469,2017-12-31,3205.0,61.0,0.018677281077770974
67473 Steinhöfel,12067473,2017-12-31,4358.0,54.0,0.012239347234814143
"67481 Storkow (Mark), Stadt",12067481,2017-12-31,8714.0,383.0,0.04210179179949434
67493 Tauche,12067493,2017-12-31,3787.0,29.0,0.00759958071278826
67508 Vogelsang,12067508,2017-12-31,721.0,1.0,0.0013850415512465374
67520 Wendisch Rietz,12067520,2017-12-31,1532.0,40.0,0.02544529262086514
67528 Wiesenau,12067528,2017-12-31,1224.0,8.0,0.006493506493506494
67544 Woltersdorf,12067544,2017-12-31,8084.0,109.0,0.013304040034175516
67552 Ziltendorf,12067552,2017-12-31,1498.0,13.0,0.008603573792190603
68052 Breddin,12068052,2017-12-31,877.0,11.0,0.012387387387387387
68072 Dabergotz,12068072,2017-12-31,622.0,,
68109 Dreetz,12068109,2017-12-31,1127.0,13.0,0.011403508771929825
68117 Fehrbellin,12068117,2017-12-31,8531.0,355.0,0.039950483907269865
68181 Heiligengrabe,12068181,2017-12-31,4326.0,59.0,0.013454960091220068
68188 Herzberg (Mark),12068188,2017-12-31,641.0,12.0,0.018376722817764167
"68264 Kyritz, Stadt",12068264,2017-12-31,8951.0,424.0,0.045226666666666665
"68280 Lindow (Mark), Stadt",12068280,2017-12-31,2934.0,120.0,0.03929273084479371
68306 Märkisch Linden,12068306,2017-12-31,1169.0,11.0,0.009322033898305085
"68320 Neuruppin, Stadt",12068320,2017-12-31,29692.0,1197.0,0.038751659166693646
"68324 Neustadt (Dosse), Stadt",12068324,2017-12-31,3296.0,158.0,0.045744064852345105
"68353 Rheinsberg, Stadt",12068353,2017-12-31,7715.0,396.0,0.04882258661077549
68372 Rüthnick,12068372,2017-12-31,467.0,4.0,0.008492569002123142
68409 Sieversdorf-Hohenofen,12068409,2017-12-31,693.0,4.0,0.005738880918220947
68413 Storbeck-Frankendorf,12068413,2017-12-31,479.0,2.0,0.004158004158004158
68417 Stüdenitz-Schönermark,12068417,2017-12-31,591.0,9.0,0.015
68425 Temnitzquell,12068425,2017-12-31,749.0,9.0,0.011873350923482849
68426 Temnitztal,12068426,2017-12-31,1422.0,21.0,0.014553014553014554
68437 Vielitzsee,12068437,2017-12-31,454.0,9.0,0.019438444924406047
68452 Walsleben,12068452,2017-12-31,782.0,4.0,0.005089058524173028
"68468 Wittstock/Dosse, Stadt",12068468,2017-12-31,13916.0,367.0,0.025694882027585242
68477 Wusterhausen/Dosse,12068477,2017-12-31,5622.0,263.0,0.044689889549702634
68501 Zernitz-Lohm,12068501,2017-12-31,853.0,11.0,0.01273148148148148
"69017 Beelitz, Stadt",12069017,2017-12-31,11756.0,419.0,0.03441478439425051
69018 Beetzsee,12069018,2017-12-31,2538.0,56.0,0.02158828064764842
69019 Beetzseeheide,12069019,2017-12-31,634.0,57.0,0.0824891461649783
"69020 Bad Belzig, Stadt",12069020,2017-12-31,10450.0,676.0,0.06075858349811253
69028 Bensdorf,12069028,2017-12-31,1203.0,12.0,0.009876543209876543
69052 Borkheide,12069052,2017-12-31,1963.0,41.0,0.020459081836327345
69056 Borkwalde,12069056,2017-12-31,1462.0,27.0,0.018132975151108125
"69076 Brück, Stadt",12069076,2017-12-31,3636.0,370.0,0.09236145781328008
69089 Buckautal,12069089,2017-12-31,472.0,17.0,0.034764826175869123
69216 Golzow,12069216,2017-12-31,1306.0,21.0,0.015825169555388093
69224 Görzke,12069224,2017-12-31,1178.0,50.0,0.04071661237785016
69232 Gräben,12069232,2017-12-31,518.0,4.0,0.007662835249042145
69249 Groß Kreutz (Havel),12069249,2017-12-31,8174.0,207.0,0.024698723302708506
"69270 Havelsee, Stadt",12069270,2017-12-31,3203.0,26.0,0.008052028491793125
69304 Kleinmachnow,12069304,2017-12-31,19548.0,1060.0,0.05143633540372671
69306 Kloster Lehnin,12069306,2017-12-31,10439.0,409.0,0.03770280235988201
69345 Linthe,12069345,2017-12-31,891.0,21.0,0.023026315789473683
69397 Michendorf,12069397,2017-12-31,12179.0,258.0,0.020744552544825923
69402 Mühlenfließ,12069402,2017-12-31,877.0,5.0,0.005668934240362812
"69448 Niemegk, Stadt",12069448,2017-12-31,1956.0,87.0,0.042584434654919234
69454 Nuthetal,12069454,2017-12-31,8902.0,175.0,0.019279497631376007
69460 Päwesin,12069460,2017-12-31,498.0,2.0,0.004
69470 Planebruch,12069470,2017-12-31,1000.0,12.0,0.011857707509881422
69474 Planetal,12069474,2017-12-31,922.0,8.0,0.008602150537634409
69485 Rabenstein/Fläming,12069485,2017-12-31,813.0,2.0,0.00245398773006135
69537 Rosenau,12069537,2017-12-31,889.0,26.0,0.02841530054644809
69541 Roskow,12069541,2017-12-31,1164.0,14.0,0.011884550084889643
69590 Schwielowsee,12069590,2017-12-31,10386.0,238.0,0.02240210843373494
69596 Seddiner See,12069596,2017-12-31,4307.0,299.0,0.06491532783326097
69604 Stahnsdorf,12069604,2017-12-31,14543.0,727.0,0.047609692206941716
"69616 Teltow, Stadt",12069616,2017-12-31,23993.0,1768.0,0.068630876130585
"69632 Treuenbrietzen, Stadt",12069632,2017-12-31,7298.0,177.0,0.023678929765886286
69648 Wenzlow,12069648,2017-12-31,547.0,1.0,0.0018248175182481751
"69656 Werder (Havel), Stadt",12069656,2017-12-31,24778.0,917.0,0.03568787701887527
69665 Wiesenburg/Mark,12069665,2017-12-31,4150.0,121.0,0.028330601732615313
69680 Wollin,12069680,2017-12-31,828.0,13.0,0.015457788347205707
69688 Wusterwitz,12069688,2017-12-31,3001.0,47.0,0.01541994750656168
"69696 Ziesar, Stadt",12069696,2017-12-31,2333.0,109.0,0.04463554463554464
"70008 Bad Wilsnack, Stadt",12070008,2017-12-31,2525.0,51.0,0.019798136645962732
70028 Berge,12070028,2017-12-31,740.0,10.0,0.013333333333333334
70052 Breese,12070052,2017-12-31,1481.0,11.0,0.007372654155495978
70060 Cumlosen,12070060,2017-12-31,714.0,2.0,0.002793296089385475
70096 Gerdshagen,12070096,2017-12-31,489.0,4.0,0.008113590263691683
70125 Groß Pankow (Prignitz),12070125,2017-12-31,3814.0,61.0,0.015741935483870966
70145 Gülitz-Reetz,12070145,2017-12-31,448.0,13.0,0.028199566160520606
70149 Gumtow,12070149,2017-12-31,3330.0,40.0,0.011869436201780416
70153 Halenbeck-Rohlsdorf,12070153,2017-12-31,506.0,2.0,0.003937007874015748
70173 Karstädt,12070173,2017-12-31,5763.0,226.0,0.03773584905660377
70222 Kümmernitztal,12070222,2017-12-31,369.0,4.0,0.010723860589812333
70236 Lanz,12070236,2017-12-31,736.0,5.0,0.006747638326585695
70241 Legde/Quitzöbel,12070241,2017-12-31,604.0,,
"70244 Lenzen (Elbe), Stadt",12070244,2017-12-31,2111.0,25.0,0.011704119850187267
70246 Lenzerwische,12070246,2017-12-31,437.0,10.0,0.02237136465324385
70266 Marienfließ,12070266,2017-12-31,696.0,11.0,0.015558698727015558
"70280 Meyenburg, Stadt",12070280,2017-12-31,2041.0,63.0,0.02994296577946768
"70296 Perleberg, Stadt",12070296,2017-12-31,11298.0,1019.0,0.08273118454169034
70300 Pirow,12070300,2017-12-31,426.0,10.0,0.022935779816513763
70302 Plattenburg,12070302,2017-12-31,3250.0,75.0,0.022556390977443608
"70316 Pritzwalk, Stadt",12070316,2017-12-31,11550.0,459.0,0.038221333999500375
"70325 Putlitz, Stadt",12070325,2017-12-31,2630.0,77.0,0.028444772811230146
70348 Rühstädt,12070348,2017-12-31,466.0,4.0,0.00851063829787234
70393 Triglitz,12070393,2017-12-31,499.0,3.0,0.00597609561752988
70416 Weisen,12070416,2017-12-31,948.0,6.0,0.006289308176100629
"70424 Wittenberge, Stadt",12070424,2017-12-31,16168.0,1033.0,0.06005464798558224
71028 Briesen,12071028,2017-12-31,759.0,4.0,0.005242463958060288
71032 Burg (Spreewald),12071032,2017-12-31,4226.0,50.0,0.011693171188026192
71041 Dissen-Striesow,12071041,2017-12-31,983.0,1.0,0.0010162601626016261
"71044 Döbern, Stadt",12071044,2017-12-31,3203.0,47.0,0.014461538461538461
71052 Drachhausen,12071052,2017-12-31,795.0,5.0,0.00625
"71057 Drebkau, Stadt",12071057,2017-12-31,5554.0,26.0,0.004659498207885305
71060 Drehnow,12071060,2017-12-31,519.0,2.0,0.003838771593090211
71074 Felixsee,12071074,2017-12-31,1883.0,15.0,0.007903055848261328
"71076 Forst (Lausitz), Stadt",12071076,2017-12-31,17446.0,907.0,0.04941971339835449
71153 Groß Schacksdorf-Simmersdorf,12071153,2017-12-31,1006.0,19.0,0.018536585365853658
"71160 Guben, Stadt",12071160,2017-12-31,15811.0,1363.0,0.07936415511820194
71164 Guhrow,12071164,2017-12-31,517.0,4.0,0.007677543186180422
71176 Heinersbrück,12071176,2017-12-31,566.0,7.0,0.012216404886561954
71189 Jämlitz-Klein Düben,12071189,2017-12-31,464.0,4.0,0.008547008547008548
71193 Jänschwalde,12071193,2017-12-31,1495.0,42.0,0.027325959661678594
71244 Kolkwitz,12071244,2017-12-31,9048.0,141.0,0.01534443356186745
71294 Neiße-Malxetal,12071294,2017-12-31,1611.0,13.0,0.008004926108374385
71301 Neuhausen/Spree,12071301,2017-12-31,4910.0,25.0,0.005065856129685917
"71304 Peitz, Stadt",12071304,2017-12-31,4175.0,187.0,0.04287024300779459
71337 Schenkendöbern,12071337,2017-12-31,3550.0,63.0,0.017437032936617768
71341 Schmogrow-Fehrow,12071341,2017-12-31,787.0,2.0,0.0025348542458808617
"71372 Spremberg, Stadt",12071372,2017-12-31,21783.0,673.0,0.029969718560741005
71384 Tauer,12071384,2017-12-31,679.0,15.0,0.021613832853025938
71386 Teichland,12071386,2017-12-31,1108.0,10.0,0.008944543828264758
71392 Tschernitz,12071392,2017-12-31,1228.0,11.0,0.00887812752219532
71401 Turnow-Preilack,12071401,2017-12-31,1135.0,10.0,0.008733624454148471
"71408 Welzow, Stadt",12071408,2017-12-31,3463.0,27.0,0.007736389684813753
71412 Werben,12071412,2017-12-31,1679.0,14.0,0.008269344359125812
71414 Wiesengrund,12071414,2017-12-31,1373.0,13.0,0.00937950937950938
72002 Am Mellensee,12072002,2017-12-31,6611.0,136.0,0.020157106862309173
"72014 Baruth/Mark, Stadt",12072014,2017-12-31,4072.0,65.0,0.015711868503746677
72017 Blankenfelde-Mahlow,12072017,2017-12-31,25980.0,1398.0,0.05106289721674337
"72053 Dahme/Mark, Stadt",12072053,2017-12-31,4849.0,81.0,0.01643002028397566
72055 Dahmetal,12072055,2017-12-31,461.0,15.0,0.031512605042016806
72120 Großbeeren,12072120,2017-12-31,7920.0,473.0,0.0563564875491481
72157 Ihlow,12072157,2017-12-31,677.0,6.0,0.008784773060029283
"72169 Jüterbog, Stadt",12072169,2017-12-31,11864.0,529.0,0.04268538691196643
"72232 Luckenwalde, Stadt",12072232,2017-12-31,19280.0,1394.0,0.06742768694979201
"72240 Ludwigsfelde, Stadt",12072240,2017-12-31,24200.0,1465.0,0.05708162867718683
72297 Niedergörsdorf,12072297,2017-12-31,5868.0,255.0,0.04164625183733464
72298 Niederer Fläming,12072298,2017-12-31,3022.0,64.0,0.020738820479585224
72312 Nuthe-Urstromtal,12072312,2017-12-31,6339.0,239.0,0.036333231985405896
72340 Rangsdorf,12072340,2017-12-31,10862.0,417.0,0.03697136270946006
"72426 Trebbin, Stadt",12072426,2017-12-31,9215.0,218.0,0.023110357256440155
"72477 Zossen, Stadt",12072477,2017-12-31,17677.0,1238.0,0.0654507005022469
"73008 Angermünde, Stadt",12073008,2017-12-31,13469.0,368.0,0.0265953602659536
73032 Berkholz-Meyenburg,12073032,2017-12-31,1225.0,1.0,0.0008156606851549756
73069 Boitzenburger Land,12073069,2017-12-31,3090.0,61.0,0.019358933671850206
"73085 Brüssow, Stadt",12073085,2017-12-31,1678.0,181.0,0.0973641742872512
73093 Carmzow-Wallmow,12073093,2017-12-31,600.0,14.0,0.02280130293159609
73097 Casekow,12073097,2017-12-31,1704.0,186.0,0.09841269841269841
73157 Flieth-Stegelitz,12073157,2017-12-31,532.0,4.0,0.007462686567164179
"73189 Gartz (Oder), Stadt",12073189,2017-12-31,2142.0,408.0,0.16
73201 Gerswalde,12073201,2017-12-31,1543.0,25.0,0.01594387755102041
73216 Göritz,12073216,2017-12-31,786.0,19.0,0.02360248447204969
73225 Gramzow,12073225,2017-12-31,1827.0,29.0,0.015625
73261 Grünow,12073261,2017-12-31,926.0,19.0,0.020105820105820106
73309 Hohenselchow-Groß Pinnow,12073309,2017-12-31,718.0,62.0,0.07948717948717948
"73384 Lychen, Stadt",12073384,2017-12-31,3061.0,146.0,0.04552541315871531
73386 Mark Landin,12073386,2017-12-31,995.0,18.0,0.017769002961500493
73393 Mescherin,12073393,2017-12-31,595.0,230.0,0.2787878787878788
73396 Milmersdorf,12073396,2017-12-31,1415.0,32.0,0.0221147201105736
73404 Mittenwalde,12073404,2017-12-31,355.0,3.0,0.008379888268156424
73429 Nordwestuckermark,12073429,2017-12-31,4175.0,73.0,0.017184557438794726
73430 Oberuckersee,12073430,2017-12-31,1656.0,17.0,0.010161386730424387
73440 Pinnow,12073440,2017-12-31,887.0,13.0,0.014444444444444444
"73452 Prenzlau, Stadt",12073452,2017-12-31,18244.0,866.0,0.04531658817373103
73458 Randowtal,12073458,2017-12-31,888.0,40.0,0.04310344827586207
73490 Schenkenberg,12073490,2017-12-31,610.0,15.0,0.024
73505 Schöneberg,12073505,2017-12-31,795.0,16.0,0.01972872996300863
73520 Schönfeld,12073520,2017-12-31,569.0,24.0,0.04047217537942664
"73532 Schwedt/Oder, Stadt",12073532,2017-12-31,28743.0,1332.0,0.04428927680798005
73565 Tantow,12073565,2017-12-31,599.0,202.0,0.25218476903870163
73569 Temmen-Ringenwalde,12073569,2017-12-31,516.0,14.0,0.026415094339622643
"73572 Templin, Stadt",12073572,2017-12-31,15626.0,348.0,0.021785401277075248
73578 Uckerfelde,12073578,2017-12-31,879.0,52.0,0.055853920515574654
73579 Uckerland,12073579,2017-12-31,2646.0,18.0,0.006756756756756757
73603 Passow,12073603,2017-12-31,1435.0,19.0,0.013067400275103164
73645 Zichow,12073645,2017-12-31,561.0,4.0,0.007079646017699115
1100000 Berlin,11000000,2016-12-31,2976569.0,598261.0,0.16735369234341213
Brandenburg,120Brand,2016-12-31,2393784.0,100864.0,0.04043215716205252
"51000 Brandenburg an der Havel, Stadt",12051000,2016-12-31,68782.0,2882.0,0.04021544987720473
"52000 Cottbus, Stadt",12052000,2016-12-31,93633.0,6783.0,0.06754899617590822
"53000 Frankfurt (Oder), Stadt",12053000,2016-12-31,53206.0,4987.0,0.08569759249394257
"54000 Potsdam, Stadt",12054000,2016-12-31,159355.0,12455.0,0.07249287003084803
60005 Ahrensfelde,12060005,2016-12-31,12827.0,241.0,0.01844199571472299
60012 Althüttendorf,12060012,2016-12-31,564.0,,
"60020 Bernau bei Berlin, Stadt",12060020,2016-12-31,35972.0,1753.0,0.046467859509609015
"60024 Biesenthal, Stadt",12060024,2016-12-31,5535.0,136.0,0.023981661082701465
60034 Breydin,12060034,2016-12-31,761.0,3.0,0.003926701570680628
60036 Britz,12060036,2016-12-31,2111.0,19.0,0.00892018779342723
60045 Chorin,12060045,2016-12-31,2235.0,55.0,0.024017467248908297
"60052 Eberswalde, Stadt",12060052,2016-12-31,37846.0,2173.0,0.054299207876258776
60068 Friedrichswalde,12060068,2016-12-31,794.0,7.0,0.008739076154806492
60092 Hohenfinow,12060092,2016-12-31,526.0,2.0,0.003787878787878788
"60100 Joachimsthal, Stadt",12060100,2016-12-31,3254.0,192.0,0.05571677307022635
60128 Liepe,12060128,2016-12-31,626.0,9.0,0.014173228346456693
60149 Lunow-Stolzenhagen,12060149,2016-12-31,1185.0,17.0,0.014143094841930116
60154 Marienwerder,12060154,2016-12-31,1683.0,15.0,0.0088339222614841
60161 Melchow,12060161,2016-12-31,928.0,4.0,0.004291845493562232
60172 Niederfinow,12060172,2016-12-31,596.0,3.0,0.005008347245409015
"60176 Oderberg, Stadt",12060176,2016-12-31,2029.0,156.0,0.07139588100686499
60181 Panketal,12060181,2016-12-31,19959.0,394.0,0.019358325553972388
60185 Parsteinsee,12060185,2016-12-31,509.0,32.0,0.059149722735674676
60192 Rüdnitz,12060192,2016-12-31,1900.0,25.0,0.012987012987012988
60198 Schorfheide,12060198,2016-12-31,9736.0,230.0,0.02307846678707606
60250 Sydower Fließ,12060250,2016-12-31,910.0,23.0,0.02465166130760986
60269 Wandlitz,12060269,2016-12-31,21543.0,820.0,0.03666771005679023
"60280 Werneuchen, Stadt",12060280,2016-12-31,8430.0,154.0,0.0179403541472507
60296 Ziethen,12060296,2016-12-31,431.0,12.0,0.02708803611738149
61005 Alt Zauche-Wußwerk,12061005,2016-12-31,500.0,4.0,0.007936507936507936
61017 Bersteland,12061017,2016-12-31,895.0,6.0,0.006659267480577136
61020 Bestensee,12061020,2016-12-31,7116.0,387.0,0.05157936825269892
61061 Byhleguhre-Byhlen,12061061,2016-12-31,740.0,2.0,0.0026954177897574125
61097 Drahnsdorf,12061097,2016-12-31,577.0,35.0,0.05718954248366013
61112 Eichwalde,12061112,2016-12-31,6319.0,171.0,0.026348228043143296
"61164 Golßen, Stadt",12061164,2016-12-31,2415.0,160.0,0.062135922330097085
61192 Groß Köris,12061192,2016-12-31,2230.0,35.0,0.01545253863134658
61216 Halbe,12061216,2016-12-31,2126.0,331.0,0.13471713471713473
61217 Heidesee,12061217,2016-12-31,6844.0,227.0,0.03210295573469099
61219 Heideblick,12061219,2016-12-31,3509.0,94.0,0.026089369969469887
61224 Jamlitz,12061224,2016-12-31,527.0,4.0,0.007532956685499058
61244 Kasel-Golzig,12061244,2016-12-31,669.0,15.0,0.021929824561403508
"61260 Königs Wusterhausen, Stadt",12061260,2016-12-31,34302.0,2166.0,0.05939453767686739
61265 Krausnick-Groß Wasserburg,12061265,2016-12-31,594.0,5.0,0.008347245409015025
"61308 Lieberose, Stadt",12061308,2016-12-31,1357.0,3.0,0.0022058823529411764
"61316 Lübben (Spreewald), Stadt",12061316,2016-12-31,13536.0,325.0,0.023447081740134188
"61320 Luckau, Stadt",12061320,2016-12-31,9233.0,341.0,0.035617296845623564
"61328 Märkisch Buchholz, Stadt",12061328,2016-12-31,769.0,17.0,0.021628498727735368
61329 Märkische Heide,12061329,2016-12-31,3873.0,42.0,0.010727969348659003
"61332 Mittenwalde, Stadt",12061332,2016-12-31,8734.0,216.0,0.024134078212290504
61344 Münchehofe,12061344,2016-12-31,469.0,1.0,0.002127659574468085
61352 Neu Zauche,12061352,2016-12-31,1107.0,4.0,0.0036003600360036
61405 Rietzneuendorf-Staakow,12061405,2016-12-31,602.0,13.0,0.02113821138211382
61428 Schlepzig,12061428,2016-12-31,602.0,6.0,0.009868421052631578
61433 Schönefeld,12061433,2016-12-31,13269.0,1154.0,0.0800110933924981
61435 Schönwald,12061435,2016-12-31,1147.0,23.0,0.019658119658119658
61444 Schulzendorf,12061444,2016-12-31,7855.0,106.0,0.013314910187162417
61448 Schwerin,12061448,2016-12-31,804.0,11.0,0.013496932515337423
61450 Schwielochsee,12061450,2016-12-31,1484.0,6.0,0.004026845637583893
61470 Spreewaldheide,12061470,2016-12-31,463.0,1.0,0.0021551724137931034
61471 Steinreich,12061471,2016-12-31,477.0,27.0,0.05357142857142857
61476 Straupitz,12061476,2016-12-31,948.0,4.0,0.004201680672268907
"61492 Teupitz, Stadt",12061492,2016-12-31,1779.0,89.0,0.04764453961456103
61510 Unterspreewald,12061510,2016-12-31,800.0,45.0,0.05325443786982249
61540 Wildau,12061540,2016-12-31,9604.0,453.0,0.045043253455304764
61572 Zeuthen,12061572,2016-12-31,10993.0,277.0,0.024578527062999112
"62024 Bad Liebenwerda, Stadt",12062024,2016-12-31,9189.0,94.0,0.010126036841538295
62088 Crinitz,12062088,2016-12-31,1210.0,4.0,0.0032948929159802307
"62092 Doberlug-Kirchhain, Stadt",12062092,2016-12-31,8439.0,740.0,0.08061880379126267
"62124 Elsterwerda, Stadt",12062124,2016-12-31,7843.0,275.0,0.03387533875338753
"62128 Falkenberg/Elster, Stadt",12062128,2016-12-31,6357.0,102.0,0.01579191825359963
62134 Fichtwald,12062134,2016-12-31,641.0,8.0,0.012326656394453005
"62140 Finsterwalde, Stadt",12062140,2016-12-31,15830.0,667.0,0.04043159362308298
62177 Gorden-Staupitz,12062177,2016-12-31,949.0,6.0,0.0062827225130890054
62196 Gröden,12062196,2016-12-31,1370.0,8.0,0.005805515239477504
62208 Großthiemig,12062208,2016-12-31,1039.0,4.0,0.003835091083413231
62219 Heideland,12062219,2016-12-31,530.0,,
"62224 Herzberg (Elster), Stadt",12062224,2016-12-31,8734.0,395.0,0.04326870412969657
62232 Hirschfeld,12062232,2016-12-31,1254.0,,
62237 Hohenbucko,12062237,2016-12-31,637.0,3.0,0.0046875
62240 Hohenleipisch,12062240,2016-12-31,1925.0,131.0,0.06371595330739299
62282 Kremitzaue,12062282,2016-12-31,800.0,3.0,0.0037359900373599006
62289 Lebusa,12062289,2016-12-31,779.0,10.0,0.012674271229404309
62293 Lichterfeld-Schacksdorf,12062293,2016-12-31,952.0,158.0,0.14234234234234233
62333 Massen-Niederlausitz,12062333,2016-12-31,1910.0,9.0,0.004689942678478374
62336 Merzdorf,12062336,2016-12-31,822.0,2.0,0.0024271844660194173
"62341 Mühlberg/Elbe, Stadt",12062341,2016-12-31,3780.0,33.0,0.00865460267505901
62372 Plessa,12062372,2016-12-31,2664.0,7.0,0.002620741295394983
62410 Röderland,12062410,2016-12-31,3900.0,15.0,0.0038314176245210726
62417 Rückersdorf,12062417,2016-12-31,1370.0,22.0,0.015804597701149427
62425 Sallgast,12062425,2016-12-31,1429.0,16.0,0.011072664359861591
62440 Schilda,12062440,2016-12-31,467.0,,
"62445 Schlieben, Stadt",12062445,2016-12-31,2406.0,16.0,0.006606110652353427
62453 Schönborn,12062453,2016-12-31,1504.0,49.0,0.031551835157759174
"62461 Schönewalde, Stadt",12062461,2016-12-31,3061.0,24.0,0.007779578606158833
62464 Schraden,12062464,2016-12-31,504.0,1.0,0.0019801980198019802
"62469 Sonnewalde, Stadt",12062469,2016-12-31,3231.0,30.0,0.00919963201471941
62492 Tröbitz,12062492,2016-12-31,702.0,13.0,0.01818181818181818
"62500 Uebigau-Wahrenbrück, Stadt",12062500,2016-12-31,5297.0,27.0,0.00507137490608565
63036 Brieselang,12063036,2016-12-31,11350.0,184.0,0.01595283509623721
63056 Dallgow-Döberitz,12063056,2016-12-31,9521.0,419.0,0.04215291750503018
"63080 Falkensee, Stadt",12063080,2016-12-31,41473.0,1632.0,0.0378610370026679
"63088 Friesack, Stadt",12063088,2016-12-31,2408.0,152.0,0.059375
63094 Gollenberg,12063094,2016-12-31,408.0,5.0,0.012106537530266344
63112 Großderschau,12063112,2016-12-31,442.0,2.0,0.0045045045045045045
63134 Havelaue,12063134,2016-12-31,860.0,9.0,0.010356731875719217
63142 Wiesenaue,12063142,2016-12-31,760.0,11.0,0.014267185473411154
"63148 Ketzin/Havel, Stadt",12063148,2016-12-31,6341.0,133.0,0.02054371331479765
63161 Kleßen-Görne,12063161,2016-12-31,357.0,3.0,0.008333333333333333
63165 Kotzen,12063165,2016-12-31,597.0,3.0,0.005
63186 Märkisch Luch,12063186,2016-12-31,1254.0,13.0,0.010260457774269928
63189 Milower Land,12063189,2016-12-31,4258.0,82.0,0.01889400921658986
63202 Mühlenberge,12063202,2016-12-31,705.0,6.0,0.008438818565400843
"63208 Nauen, Stadt",12063208,2016-12-31,16421.0,1015.0,0.05821289286533609
63212 Nennhausen,12063212,2016-12-31,1857.0,28.0,0.014854111405835544
63228 Paulinenaue,12063228,2016-12-31,1213.0,42.0,0.03346613545816733
63240 Pessin,12063240,2016-12-31,650.0,12.0,0.01812688821752266
"63244 Premnitz, Stadt",12063244,2016-12-31,8244.0,179.0,0.02125133562863588
"63252 Rathenow, Stadt",12063252,2016-12-31,23059.0,1184.0,0.04883884007754816
63256 Retzow,12063256,2016-12-31,496.0,15.0,0.029354207436399216
"63260 Rhinow, Stadt",12063260,2016-12-31,1569.0,45.0,0.027881040892193308
63273 Schönwalde-Glien,12063273,2016-12-31,9119.0,395.0,0.04151776329619508
63274 Seeblick,12063274,2016-12-31,903.0,3.0,0.0033112582781456954
63293 Stechow-Ferchesar,12063293,2016-12-31,903.0,8.0,0.008781558726673985
63357 Wustermark,12063357,2016-12-31,8692.0,245.0,0.027414121069710192
64009 Alt Tucheband,12064009,2016-12-31,775.0,18.0,0.02269861286254729
"64029 Altlandsberg, Stadt",12064029,2016-12-31,9109.0,189.0,0.020326952032695203
