Stimmart_,"Gemeinde-
schlüssel
—
Wahlkreis-
nummer_","Land - Landkreis / kfr. Stadt - Amt - Gemeinde
—
Wahlkreis_",Name_,Wahlberechtigte insgesamt_Anzahl,Wahlberechtigte A1_,Wahlberechtigte A2_,Wahlberechtigte A3_,Wähler_,"Wahl-
beteiligung_%",Ungültige Stimmen_Anzahl,"Gültige
Stimmen_",SPD_,SPD_%_2019,CDU_Anzahl_2019,CDU_%_2019,DIE LINKE_Anzahl_2019,DIE LINKE_%_2019,AfD_Anzahl_2019,AfD_%_2019,GRÜNE/B 90_Anzahl_2019,GRÜNE/B 90_%_2019,BVB / FREIE WÄHLER_Anzahl_2019,BVB / FREIE WÄHLER_%_2019,PIRATEN_Anzahl_2019,PIRATEN_%_2019,FDP_Anzahl_2019,FDP_%_2019,ÖDP_Anzahl,ÖDP_%,Tierschutzpartei_Anzahl,Tierschutzpartei_%,V-Partei³_Anzahl,V-Partei³_%,AGS,AfD_%_2014,AfD_Anzahl_2014,BVB / FREIE WÄHLER_%_2014,BVB / FREIE WÄHLER_Anzahl_2014,CDU_%_2014,CDU_Anzahl_2014,DIE LINKE_%_2014,DIE LINKE_Anzahl_2014,DKP_%,DKP_Anzahl,FDP_%_2014,FDP_Anzahl_2014,GRÜNE/B 90_%_2014,GRÜNE/B 90_Anzahl_2014,Gemeindename_,Gemeindename_gesamt,Gemeindenummer_,Gültige Stimmen_%,Gültige Stimmen_Anzahl,NPD_%,NPD_Anzahl,PIRATEN_%_2014,PIRATEN_Anzahl_2014,REP_%,REP_Anzahl,SPD_%_2014,SPD_Anzahl,Unnamed: 2_ausgezählt,Unnamed: 32_,Unnamed: 33_,Unnamed: 3_%,Unnamed: 4_,Unnamed: 7_%,Unnamed: 8_Anzahl,Unnamed: 9_,Verwaltungsbezik,Wahlberechtigte_%,Wahlberechtigte_Anzahl,Wähler_%,Wähler_Anzahl,Wähler_Anzahl_,Wähler_Anzahl_Anzahl,_merge,diff_afd
Zweistimme,12064125 03,amtsangehörige Gemeinde,Falkenberg,1889,1617.0,272.0,0.0,879.0,46.5,10,869.0,176.0,20.3,103,11.9,109,12.5,265,30.5,67,7.7,90,10.4,6,0.7,28,3.2,5,0.6,18,2.1,2,0.2,12064125,16.1,109,6.5,44,19.4,132,21.1,143,0,0,1.5,10,2.8,19,Falkenberg,5,64803125,,,3.2,22,0.9,6,0.3,2,28.3,192,5,LT14,64803125,100,LT14,35.60450819672131,16,679,,,,,,695,1952,both,14.399999999999999
Zweistimme,12064205 03,amtsangehörige Gemeinde,Heckelberg-Brunow,600,543.0,57.0,0.0,288.0,48,8,280.0,50.0,17.9,26,9.3,55,19.6,89,31.8,21,7.5,23,8.2,1,0.4,5,1.8,2,0.7,8,2.9,0,0,12064205,14.2,30,2.4,5,21.8,46,25.6,54,0.5,1,0.9,2,6.2,13,Heckelberg-Brunow,2,64803205,,,0.9,2,0.5,1,0,0,27,57,2,LT14,64803205,100,LT14,35.98673300165838,6,211,,,,,,217,603,both,17.6
Zweistimme,12064222 03,amtsangehörige Gemeinde,Höhenland,850,749.0,101.0,0.0,482.0,56.7,9,473.0,111.0,23.5,70,14.8,52,11,146,30.9,34,7.2,18,3.8,5,1.1,20,4.2,1,0.2,16,3.4,0,0,12064222,12.2,45,2.2,8,22,81,19.8,73,0,0,1.6,6,5.1,19,Höhenland,4,64803222,,,2.4,9,0.8,3,0,0,33.9,125,4,LT14,64803222,100,LT14,42.04035874439462,6,369,,,,,,375,892,both,18.7
Zweistimme,12064009 04,amtsangehörige Gemeinde,Alt Tucheband,656,593.0,63.0,0.0,356.0,54.3,3,353.0,89.0,25.2,41,11.6,41,11.6,124,35.1,17,4.8,16,4.5,1,0.3,11,3.1,0,0,13,3.7,0,0,12064009,15.8,44,1.1,3,19.1,53,24.8,69,0,0,1.4,4,3.2,9,Alt Tucheband,3,64804009,,,2.5,7,0.4,1,0,0,31.7,88,3,LT14,64804009,100,LT14,41.70337738619677,6,278,,,,,,284,681,both,19.3
Zweistimme,12064057 04,amtsangehörige Gemeinde,Bleyen-Genschmar,385,359.0,26.0,0.0,194.0,50.4,3,191.0,46.0,24.1,34,17.8,33,17.3,47,24.6,9,4.7,7,3.7,0,0,8,4.2,0,0,7,3.7,0,0,12064057,15.2,27,2.2,4,27,48,24.7,44,0,0,0.6,1,3.4,6,Bleyen-Genschmar,2,64804057,,,1.1,2,0,0,0,0,25.8,46,2,LT14,64804057,100,LT14,43.341404358353515,1,178,,,,,,179,413,both,9.400000000000002
Zweistimme,12064172 04,amtsangehörige Gemeinde,Golzow,694,635.0,59.0,0.0,331.0,47.7,6,325.0,102.0,31.4,46,14.2,47,14.5,87,26.8,7,2.2,18,5.5,0,0,14,4.3,0,0,2,0.6,2,0.6,12064172,14.9,42,0.4,1,22.3,63,19.5,55,0.7,2,3.9,11,3.2,9,Golzow,1,64804172,,,3.5,10,0.7,2,0.4,1,30.5,86,1,LT14,64804172,100,LT14,38.73144399460189,5,282,,,,,,287,741,both,11.9
Zweistimme,12064266 04,amtsangehörige Gemeinde,Küstriner Vorland,2108,1925.0,183.0,0.0,946.0,44.9,26,920.0,208.0,22.6,133,14.5,116,12.6,349,37.9,31,3.4,39,4.2,6,0.7,19,2.1,1,0.1,17,1.8,1,0.1,12064266,21.6,164,1.4,11,20.7,157,20.3,154,0.3,2,0.9,7,2,15,Küstriner Vorland,3,64804266,,,3,23,1.1,8,0.4,3,28.4,216,3,LT14,64804266,100,LT14,35.86906408483172,18,760,,,,,,778,2169,both,16.299999999999997
Zweistimme,12064538 04,amtsangehörige Gemeinde,Zechin,569,509.0,60.0,0.0,286.0,50.3,7,279.0,68.0,24.4,42,15.1,37,13.3,86,30.8,20,7.2,9,3.2,0,0,7,2.5,1,0.4,9,3.2,0,0,12064538,12.8,31,2.1,5,22.3,54,16.9,41,0,0,1.2,3,4.5,11,Zechin,3,64804538,,,5,12,0.4,1,0.4,1,34.3,83,3,LT14,64804538,100,LT14,42.95652173913043,5,242,,,,,,247,575,both,18.0
Zweistimme,12064268 06,amtsangehörige Gemeinde,"Lebus, Stadt",2676,2271.0,405.0,0.0,1511.0,56.5,16,1495.0,389.0,26,262,17.5,126,8.4,429,28.7,103,6.9,74,4.9,7,0.5,69,4.6,4,0.3,30,2,2,0.1,12064268,20,239,1.3,16,23.9,285,13.1,156,0.2,2,1.4,17,3.8,45,"Lebus, Stadt",5,64806268,,,3.6,43,1.5,18,0.3,3,30.9,369,5,LT14,64806268,100,LT14,45.289317507418396,28,1193,,,,,,1221,2696,both,8.7
Zweistimme,12064388 06,amtsangehörige Gemeinde,Podelzig,718,648.0,70.0,0.0,369.0,51.4,6,363.0,100.0,27.5,66,18.2,43,11.8,98,27,18,5,17,4.7,0,0,14,3.9,0,0,5,1.4,2,0.6,12064388,12,33,1.1,3,24.4,67,17.1,47,0,0,0.7,2,5.1,14,Podelzig,1,64806388,,,5.5,15,2.5,7,1.1,3,30.5,84,1,LT14,64806388,100,LT14,37.4496644295302,4,275,,,,,,279,745,both,15.0
Zweistimme,12064420 06,amtsangehörige Gemeinde,Reitwein,403,363.0,40.0,0.0,247.0,61.3,6,241.0,67.0,27.8,30,12.4,26,10.8,83,34.4,11,4.6,12,5,1,0.4,6,2.5,1,0.4,2,0.8,2,0.8,12064420,22.1,40,0.6,1,23.2,42,13.3,24,0.6,1,1.1,2,4.4,8,Reitwein,1,64806420,,,2.8,5,1.7,3,0,0,30.4,55,1,LT14,64806420,100,LT14,47.31457800511509,4,181,,,,,,185,391,both,12.299999999999997
Zweistimme,12064480 06,amtsangehörige Gemeinde,Treplin,335,294.0,41.0,0.0,204.0,60.9,1,203.0,48.0,23.6,27,13.3,22,10.8,69,34,9,4.4,14,6.9,2,1,4,2,2,1,6,3,0,0,12064480,22.7,37,0,0,22.1,36,17.8,29,0,0,1.2,2,4.9,8,Treplin,1,64806480,,,5.5,9,0.6,1,0.6,1,24.5,40,1,LT14,64806480,100,LT14,50,3,163,,,,,,166,332,both,11.3
Zweistimme,12064539 06,amtsangehörige Gemeinde,Zeschdorf,1063,908.0,155.0,0.0,572.0,53.8,11,561.0,158.0,28.2,54,9.6,82,14.6,170,30.3,35,6.2,33,5.9,1,0.2,9,1.6,3,0.5,14,2.5,2,0.4,12064539,20.6,99,1.2,6,16,77,21.8,105,0,0,2.1,10,1.2,6,Zeschdorf,3,64806539,,,3.3,16,1,5,0.4,2,32.2,155,3,LT14,64806539,100,LT14,45.11970534069982,9,481,,,,,,490,1086,both,9.7
Zweistimme,12064084 08,amtsangehörige Gemeinde,"Buckow (Märkische Schweiz), Stadt",1275,1011.0,264.0,0.0,566.0,44.4,8,558.0,156.0,28,101,18.1,68,12.2,90,16.1,95,17,12,2.2,2,0.4,17,3,2,0.4,12,2.2,3,0.5,12064084,7.7,36,0.4,2,21.9,102,21.3,99,0,0,1.3,6,9.2,43,"Buckow (Märkische Schweiz), Stadt",2,64808084,,,1.7,8,1.3,6,0,0,35.1,163,2,LT14,64808084,100,LT14,36.89547581903276,8,465,,,,,,473,1282,both,8.400000000000002
Zweistimme,12064153 08,amtsangehörige Gemeinde,Garzau-Garzin,471,414.0,57.0,0.0,225.0,47.8,0,225.0,54.0,24,28,12.4,33,14.7,47,20.9,31,13.8,17,7.6,2,0.9,5,2.2,0,0,7,3.1,1,0.4,12064153,15.3,29,0,0,13.2,25,25.8,49,0,0,1.1,2,9.5,18,Garzau-Garzin,2,64808153,,,6.8,13,0.5,1,0,0,27.9,53,2,LT14,64808153,100,LT14,43.207126948775056,4,190,,,,,,194,449,both,5.599999999999998
Zweistimme,12064370 08,amtsangehörige Gemeinde,Oberbarnim,1410,1229.0,181.0,0.0,719.0,51,9,710.0,219.0,30.8,89,12.5,85,12,174,24.5,75,10.6,28,3.9,2,0.3,20,2.8,4,0.6,12,1.7,2,0.3,12064370,10.8,52,0.4,2,18.8,90,19.4,93,0.2,1,0.6,3,9.4,45,Oberbarnim,4,64808370,,,0.6,3,1,5,0.2,1,38.5,185,4,LT14,64808370,100,LT14,40.34653465346535,9,480,,,,,,489,1212,both,13.7
Zweistimme,12064408 08,amtsangehörige Gemeinde,Rehfelde,4307,3556.0,751.0,0.0,1869.0,43.4,17,1852.0,494.0,26.7,268,14.5,229,12.4,491,26.5,159,8.6,103,5.6,10,0.5,42,2.3,14,0.8,37,2,5,0.3,12064408,14.7,213,1.9,28,21.3,309,22.4,325,0.1,2,1,14,4.6,66,Rehfelde,6,64808408,,,2.5,36,1,14,0.1,2,30.4,441,6,LT14,64808408,100,LT14,36.711711711711715,17,1450,,,,,,1467,3996,both,11.8
Zweistimme,12064484 08,amtsangehörige Gemeinde,Waldsieversdorf,698,587.0,111.0,0.0,377.0,54,3,374.0,100.0,26.7,79,21.1,51,13.6,76,20.3,27,7.2,29,7.8,1,0.3,6,1.6,2,0.5,3,0.8,0,0,12064484,6.4,18,5.7,16,24.6,69,18.9,53,0.4,1,1.4,4,5,14,Waldsieversdorf,1,64808484,,,1.1,3,1.1,3,3.2,9,32.4,91,1,LT14,64808484,100,LT14,40.67321178120617,9,281,,,,,,290,713,both,13.9
Zweistimme,12064190 10,amtsangehörige Gemeinde,Gusow-Platkow,1026,913.0,113.0,0.0,535.0,52.1,13,522.0,120.0,23,73,14,60,11.5,193,37,25,4.8,20,3.8,2,0.4,12,2.3,2,0.4,15,2.9,0,0,12064190,12.8,54,1.2,5,22.3,94,19.7,83,1,4,0.2,1,2.9,12,Gusow-Platkow,2,64810190,,,6.9,29,0.7,3,0.2,1,32.1,135,2,LT14,64810190,100,LT14,39.66789667896679,9,421,,,,,,430,1084,both,24.2
Zweistimme,12064303 10,amtsangehörige Gemeinde,Märkische Höhe,502,454.0,48.0,0.0,287.0,57.2,6,281.0,91.0,32.4,36,12.8,26,9.3,80,28.5,23,8.2,13,4.6,1,0.4,2,0.7,1,0.4,6,2.1,2,0.7,12064303,10,24,2.1,5,25.4,61,15,36,0,0,1.3,3,7.9,19,Märkische Höhe,3,64810303,,,1.7,4,0.4,1,0.8,2,35.4,85,3,LT14,64810303,100,LT14,46.449136276391556,2,240,,,,,,242,521,both,18.5
Zweistimme,12064340 10,amtsangehörige Gemeinde,Neuhardenberg,2070,1798.0,272.0,0.0,965.0,46.6,19,946.0,226.0,23.9,138,14.6,149,15.8,281,29.7,48,5.1,52,5.5,6,0.6,24,2.5,4,0.4,18,1.9,0,0,12064340,11.6,94,3,24,22.6,183,23.3,188,0,0,1.6,13,3.7,30,Neuhardenberg,5,64810340,,,5.2,42,0.5,4,0.1,1,28.3,229,5,LT14,64810340,100,LT14,38.89934148635936,19,808,,,,,,827,2126,both,18.1
Zweistimme,12064128 12,amtsangehörige Gemeinde,Falkenhagen (Mark),590,502.0,88.0,0.0,290.0,49.2,3,287.0,66.0,23,50,17.4,30,10.5,83,28.9,12,4.2,18,6.3,1,0.3,17,5.9,3,1,7,2.4,0,0,12064128,18.5,48,1.9,5,25.4,66,12.3,32,1.2,3,1.2,3,5.4,14,Falkenhagen (Mark),1,64812128,,,4.6,12,0,0,0,0,29.6,77,1,LT14,64812128,100,LT14,42.4,5,260,,,,,,265,625,both,10.399999999999999
Zweistimme,12064130 12,amtsangehörige Gemeinde,Fichtenhöhe,409,356.0,53.0,0.0,216.0,52.8,1,215.0,48.0,22.3,37,17.2,21,9.8,70,32.6,8,3.7,10,4.7,1,0.5,14,6.5,0,0,6,2.8,0,0,12064130,27.1,58,2.3,5,26.6,57,15.4,33,0,0,2.8,6,0,0,Fichtenhöhe,3,64812130,,,0.5,1,0,0,0,0,25.2,54,3,LT14,64812130,100,LT14,50,3,214,,,,,,217,434,both,5.5
Zweistimme,12064288 12,amtsangehörige Gemeinde,Lietzen,520,439.0,81.0,0.0,247.0,47.5,2,245.0,64.0,26.1,29,11.8,22,9,86,35.1,12,4.9,15,6.1,2,0.8,6,2.4,0,0,8,3.3,1,0.4,12064288,21.2,41,1,2,14.5,28,14.5,28,0,0,0.5,1,6.2,12,Lietzen,1,64812288,,,6.7,13,0,0,0,0,35.2,68,1,LT14,64812288,100,LT14,36.26168224299066,1,193,,,,,,194,535,both,13.900000000000002
Zweistimme,12064290 12,amtsangehörige Gemeinde,Lindendorf,1155,1041.0,114.0,0.0,671.0,58.1,7,664.0,162.0,24.4,86,13,65,9.8,219,33,50,7.5,37,5.6,2,0.3,21,3.2,3,0.5,18,2.7,1,0.2,12064290,21,123,1.5,9,22.3,131,11.4,67,0.3,2,0.9,5,6.3,37,Lindendorf,4,64812290,,,3.4,20,1.4,8,0.5,3,31,182,4,LT14,64812290,100,LT14,50.04184100418409,11,587,,,,,,598,1195,both,12.0
Zweistimme,12064482 12,amtsangehörige Gemeinde,Vierlinden,1206,1101.0,105.0,0.0,709.0,58.8,20,689.0,182.0,26.4,100,14.5,110,16,141,20.5,62,9,45,6.5,5,0.7,22,3.2,1,0.1,21,3,0,0,12064482,13.4,73,1.5,8,20.9,114,20.3,111,0.7,4,1.1,6,4.8,26,Vierlinden,6,64812482,,,2.4,13,2,11,0,0,33,180,6,LT14,64812482,100,LT14,45.52117263843648,13,546,,,,,,559,1228,both,7.1
Zweistimme,12064061 14,amtsangehörige Gemeinde,Bliesdorf,768,691.0,77.0,0.0,367.0,47.8,6,361.0,67.0,18.6,54,15,39,10.8,134,37.1,28,7.8,23,6.4,0,0,8,2.2,3,0.8,5,1.4,0,0,12064061,17.9,45,0.4,1,23,58,16.7,42,0,0,1.2,3,1.6,4,Bliesdorf,2,64814061,,,4.4,11,0.8,2,0,0,34.1,86,2,LT14,64814061,100,LT14,33.77659574468085,2,252,,,,,,254,752,both,19.200000000000003
Zweistimme,12064349 14,amtsangehörige Gemeinde,Neulewin,796,719.0,77.0,0.0,415.0,52.1,7,408.0,97.0,23.8,74,18.1,37,9.1,132,32.4,25,6.1,16,3.9,2,0.5,12,2.9,3,0.7,10,2.5,0,0,12064349,11.6,37,0.6,2,25,80,12.2,39,0.6,2,0.9,3,2.5,8,Neulewin,3,64814349,,,2.5,8,0.6,2,0.3,1,43.1,138,3,LT14,64814349,100,LT14,39.56310679611651,6,320,,,,,,326,824,both,20.799999999999997
Zweistimme,12064365 14,amtsangehörige Gemeinde,Neutrebbin,1177,1068.0,109.0,0.0,677.0,57.5,13,664.0,166.0,25,137,20.6,51,7.7,187,28.2,32,4.8,47,7.1,4,0.6,16,2.4,6,0.9,15,2.3,3,0.5,12064365,15.5,73,1.7,8,25.2,119,11.9,56,0,0,1.1,5,5.5,26,Neutrebbin,2,64814365,,,1.7,8,1.9,9,0.2,1,35.4,167,2,LT14,64814365,100,LT14,38.87550200803213,12,472,,,,,,484,1245,both,12.7
Zweistimme,12064371 14,amtsangehörige Gemeinde,Oderaue,1387,1232.0,155.0,0.0,769.0,55.4,14,755.0,179.0,23.7,89,11.8,104,13.8,245,32.5,53,7,40,5.3,3,0.4,29,3.8,2,0.3,9,1.2,2,0.3,12064371,9.6,61,2.2,14,26,165,17.5,111,0.2,1,2,13,2.8,18,Oderaue,7,64814371,,,2.8,18,0.9,6,0.5,3,35.4,225,7,LT14,64814371,100,LT14,44.73867595818815,7,635,,,,,,642,1435,both,22.9
Zweistimme,12064393 14,amtsangehörige Gemeinde,Prötzel,836,746.0,90.0,0.0,437.0,52.3,10,427.0,142.0,33.3,34,8,63,14.8,111,26,31,7.3,16,3.7,3,0.7,12,2.8,1,0.2,14,3.3,0,0,12064393,12.3,43,1.7,6,14.3,50,24.4,85,0.6,2,3.2,11,3.2,11,Prötzel,4,64814393,,,2.3,8,1.1,4,0.3,1,36.7,128,4,LT14,64814393,100,LT14,42.68585131894484,7,349,,,,,,356,834,both,13.7
Zweistimme,12064417 14,amtsangehörige Gemeinde,Reichenow-Möglin,494,455.0,39.0,0.0,295.0,59.7,5,290.0,81.0,27.9,35,12.1,27,9.3,74,25.5,35,12.1,21,7.2,1,0.3,12,4.1,1,0.3,2,0.7,1,0.3,12064417,6.5,15,1.7,4,19.1,44,17.4,40,0,0,1.3,3,8.7,20,Reichenow-Möglin,2,64814417,,,1.3,3,2.2,5,0,0,41.7,96,2,LT14,64814417,100,LT14,46.3220675944334,3,230,,,,,,233,503,both,19.0
Zweistimme,12065036,amtsfreie Gemeinde,Birkenwerder,6673,5399.0,1274.0,0.0,4782.0,71.7,33,4749.0,1194.0,25.1,718,15.1,450,9.5,842,17.7,892,18.8,168,3.5,43,0.9,214,4.5,31,0.7,188,4,9,0.2,12065036,11.9,433,2,74,20.7,754,17,621,0.2,6,1.9,70,12,437,Birkenwerder,7,65036,,,1.4,52,2.6,94,0.2,8,30.1,1099,7,LT14,65036,100,LT14,57.0807453416149,28,3648,,,,,,3676,6440,both,5.799999999999999
Zweistimme,12065084,amtsfreie Gemeinde,"Fürstenberg/Havel, Stadt",5004,4105.0,899.0,0.0,3282.0,65.6,86,3196.0,818.0,25.6,618,19.3,261,8.2,851,26.6,302,9.4,84,2.6,12,0.4,68,2.1,57,1.8,122,3.8,3,0.1,12065084,10.3,227,1.2,26,30.3,669,15.9,350,0.1,3,1.1,24,5.3,116,"Fürstenberg/Havel, Stadt",12,65084,,,3.3,73,2,44,0,1,30.5,674,12,LT14,65084,100,LT14,43.06192660550459,46,2207,,,,,,2253,5232,both,16.3
Zweistimme,12065096,amtsfreie Gemeinde,Glienicke/Nordbahn,10098,7961.0,2137.0,0.0,6766.0,67,44,6722.0,1725.0,25.7,1435,21.3,412,6.1,1071,15.9,1232,18.3,103,1.5,64,1,444,6.6,31,0.5,190,2.8,15,0.2,12065096,12.5,619,0.7,35,30.5,1505,10.7,530,0.2,8,2.6,130,10.4,512,Glienicke/Nordbahn,11,65096,,,0.6,32,1.5,73,0.1,4,30.2,1489,11,LT14,65096,100,LT14,52.332422777894514,44,4937,,,,,,4981,9518,both,3.4000000000000004
Zweistimme,12065136,amtsfreie Gemeinde,"Hennigsdorf, Stadt",21680,18332.0,3348.0,0.0,11835.0,54.6,133,11702.0,3817.0,32.6,1459,12.5,1147,9.8,2607,22.3,1396,11.9,358,3.1,92,0.8,385,3.3,59,0.5,357,3.1,25,0.2,12065136,14.5,1311,1.6,144,16.6,1500,16.7,1506,0.2,20,1.2,105,6.1,552,"Hennigsdorf, Stadt",26,65136,,,1.9,173,1.2,108,0.2,20,39.8,3592,26,LT14,65136,100,LT14,41.93045948050758,122,9031,,,,,,9153,21829,both,7.800000000000001
Zweistimme,12065144,amtsfreie Gemeinde,"Hohen Neuendorf, Stadt",21438,16893.0,4545.0,0.0,14776.0,68.9,117,14659.0,3604.0,24.6,2637,18,1295,8.8,2496,17,2768,18.9,381,2.6,128,0.9,632,4.3,88,0.6,596,4.1,34,0.2,12065144,11.4,1281,1.5,170,25.6,2892,16.4,1852,0.2,23,1.9,217,10.9,1228,"Hohen Neuendorf, Stadt",20,65144,,,1,117,1.6,178,0.1,12,29.4,3316,20,LT14,65144,100,LT14,55.480319563523,103,11286,,,,,,11389,20528,both,5.6
Zweistimme,12065165,amtsfreie Gemeinde,"Kremmen, Stadt",6231,5234.0,997.0,0.0,3746.0,60.1,53,3693.0,995.0,26.9,557,15.1,306,8.3,926,25.1,309,8.4,272,7.4,30,0.8,119,3.2,16,0.4,162,4.4,1,0,12065165,12.5,354,5,142,20,568,15.2,431,0.4,11,1.4,40,5.9,168,"Kremmen, Stadt",9,65165,,,3.1,88,1.3,37,0.1,2,35.1,996,9,LT14,65165,100,LT14,47.51889582648702,55,2837,,,,,,2892,6086,both,12.600000000000001
Zweistimme,12065180,amtsfreie Gemeinde,Leegebruch,5744,5041.0,703.0,0.0,3755.0,65.4,81,3674.0,896.0,24.4,690,18.8,347,9.4,974,26.5,309,8.4,135,3.7,27,0.7,130,3.5,14,0.4,147,4,5,0.1,12065180,14.1,396,1.9,54,24.2,681,18.7,526,0.1,4,1.6,44,4.1,115,Leegebruch,7,65180,,,2.8,80,1,29,0.1,4,31.3,880,7,LT14,65180,100,LT14,51.94314501619287,74,2813,,,,,,2887,5558,both,12.4
Zweistimme,12065193,amtsfreie Gemeinde,"Liebenwalde, Stadt",3702,3228.0,474.0,0.0,2059.0,55.6,33,2026.0,457.0,22.6,396,19.5,241,11.9,510,25.2,155,7.7,94,4.6,15,0.7,86,4.2,3,0.1,66,3.3,3,0.1,12065193,11.8,181,1.8,28,26.2,402,19.5,299,0.3,5,1.8,27,3.7,57,"Liebenwalde, Stadt",9,65193,,,1.9,29,1.1,17,0.1,2,31.7,486,9,LT14,65193,100,LT14,42.837503436898544,25,1533,,,,,,1558,3637,both,13.399999999999999
Zweistimme,12065198,amtsfreie Gemeinde,Löwenberger Land,7118,6241.0,877.0,0.0,4269.0,60,52,4217.0,1147.0,27.2,765,18.1,387,9.2,1046,24.8,354,8.4,222,5.3,21,0.5,134,3.2,16,0.4,118,2.8,7,0.2,12065198,11.5,370,1.7,53,24.8,797,17,547,0.1,4,0.9,30,3.6,115,Löwenberger Land,15,65198,,,2,64,1.2,39,0.2,5,37,1187,15,LT14,65198,100,LT14,47.45958429561201,77,3211,,,,,,3288,6928,both,13.3
Zweistimme,12065225,amtsfreie Gemeinde,Mühlenbecker Land,12480,9840.0,2640.0,0.0,8924.0,71.5,130,8794.0,2126.0,24.2,1657,18.8,699,7.9,1667,19,1340,15.2,569,6.5,70,0.8,329,3.7,44,0.5,276,3.1,17,0.2,12065225,12.6,743,2.3,137,25.8,1519,15.7,922,0.2,9,1.6,97,9.1,538,Mühlenbecker Land,14,65225,,,1.9,110,1.4,82,0.2,12,29.1,1712,14,LT14,65225,100,LT14,49.6658870698296,65,5881,,,,,,5946,11972,both,6.4
Zweistimme,12065251,amtsfreie Gemeinde,Oberkrämer,9684,8254.0,1430.0,0.0,6270.0,64.7,67,6203.0,1659.0,26.7,1180,19,387,6.2,1358,21.9,761,12.3,252,4.1,46,0.7,273,4.4,45,0.7,229,3.7,13,0.2,12065251,14.4,640,2.3,102,28.7,1278,9.8,437,0.1,6,1.5,69,7.9,350,Oberkrämer,9,65251,,,2.1,94,1.5,69,0.4,20,31.2,1388,9,LT14,65251,100,LT14,50.143996455471864,74,4453,,,,,,4527,9028,both,7.499999999999998
Zweistimme,12065256,amtsfreie Gemeinde,"Oranienburg, Stadt",37335,32470.0,4865.0,0.0,21592.0,57.8,268,21324.0,5631.0,26.4,3178,14.9,2273,10.7,5089,23.9,2197,10.3,1066,5,226,1.1,807,3.8,124,0.6,672,3.2,61,0.3,12065256,14.8,2281,1.8,281,19.5,2994,21.3,3273,0.2,30,1.2,186,5.5,843,"Oranienburg, Stadt",36,65256,,,2.8,433,1.3,195,0.2,27,31.5,4842,36,LT14,65256,100,LT14,43.15853591007254,203,15385,,,,,,15588,36118,both,9.099999999999998
Zweistimme,12065332,amtsfreie Gemeinde,"Velten, Stadt",10105,9022.0,1083.0,0.0,5430.0,53.7,78,5352.0,1526.0,28.5,690,12.9,432,8.1,1486,27.8,489,9.1,176,3.3,46,0.9,209,3.9,21,0.4,265,5,12,0.2,12065332,13.1,482,2.7,100,22.7,839,15.3,566,0.1,4,1.3,49,5.9,216,"Velten, Stadt",11,65332,,,4.7,175,1.7,61,0,1,32.5,1198,11,LT14,65332,100,LT14,37.57795212230939,45,3691,,,,,,3736,9942,both,14.700000000000001
Zweistimme,12065356,amtsfreie Gemeinde,"Zehdenick, Stadt",11568,10364.0,1204.0,0.0,5609.0,48.5,54,5555.0,1638.0,29.5,934,16.8,484,8.7,1474,26.5,414,7.5,270,4.9,41,0.7,145,2.6,44,0.8,104,1.9,7,0.1,12065356,10.4,446,1.3,54,25.6,1099,17.3,743,0.1,3,1.1,48,2.8,122,"Zehdenick, Stadt",22,65356,,,2.9,124,1,41,0.1,6,37.3,1600,22,LT14,65356,100,LT14,36.790937526418126,66,4286,,,,,,4352,11829,both,16.1
Zweistimme,12065100 02,amtsangehörige Gemeinde,"Gransee, Stadt",4863,4208.0,655.0,0.0,1955.0,40.2,31,1924.0,550.0,28.6,324,16.8,232,12.1,490,25.5,147,7.6,55,2.9,20,1,36,1.9,17,0.9,52,2.7,1,0.1,12065100,11.4,189,1.9,32,26.1,433,17.3,287,0.1,2,0.6,10,2.6,43,"Gransee, Stadt",10,65802100,,,3.5,58,1.3,22,0.1,2,35.1,582,10,LT14,65802100,100,LT14,33.67306155075939,25,1660,,,,,,1685,5004,both,14.1
Zweistimme,12065117 02,amtsangehörige Gemeinde,Großwoltersdorf,660,574.0,86.0,0.0,337.0,51.1,0,337.0,98.0,29.1,33,9.8,39,11.6,93,27.6,44,13.1,13,3.9,6,1.8,5,1.5,3,0.9,3,0.9,0,0,12065117,11.5,39,0.9,3,21.2,72,23.9,81,0,0,0,0,6.2,21,Großwoltersdorf,4,65802117,,,4.1,14,2.1,7,0.6,2,29.5,100,4,LT14,65802117,100,LT14,47.56606397774687,3,339,,,,,,342,719,both,16.1
Zweistimme,12065276 02,amtsangehörige Gemeinde,Schönermark,356,310.0,46.0,0.0,162.0,45.5,2,160.0,27.0,16.9,27,16.9,18,11.3,63,39.4,5,3.1,5,3.1,0,0,9,5.6,0,0,6,3.8,0,0,12065276,19.8,22,1.8,2,29.7,33,17.1,19,0,0,2.7,3,1.8,2,Schönermark,1,65802276,,,0,0,1.8,2,0,0,25.2,28,1,LT14,65802276,100,LT14,31.28491620111732,1,111,,,,,,112,358,both,19.599999999999998
